Codigo,Descripcion,DescAdic,Familia,CodBarra,Marca
0102007730,5000LO T95 AZUL,CORPIÑO,LENCERIA,L5000 95 AZU,LODY
0102007740,5000LO T95 BLANCO,CORPIÑO,LENCERIA,L5000 95 B,LODY
0102007750,5000LO T95 HUESO,CORPIÑO,LENCERIA,L5000 95 H,LODY
0102007760,5000LO T95 NEGRO,CORPIÑO,LENCERIA,L5000 95 N,LODY
0102007770,5000LO T95 ROSA,CORPIÑO,LENCERIA,L5000 95 R,LODY
0102007780,5000LO T100 AZUL,CORPIÑO,LENCERIA,L5000L1 100 AZ,LODY
0102007790,5000LO T100 ROSA,CORPIÑO,LENCERIA,L5000L1 100 R,LODY
0102007800,5000LO T105 AZUL,CORPIÑO,LENCERIA,L5000L1 105 AZ,LODY
0102007810,5000LO T105 ROSA,CORPIÑO,LENCERIA,L5000L1 105 R,LODY
0102007820,5000LO T110 AZUL,CORPIÑO,LENCERIA,L5000L1 110 AZ,LODY
0102007830,5000LO T110 ROSA,CORPIÑO,LENCERIA,L5000L1 110 R,LODY
0102007840,5000LO T90 AZUL,CORPIÑO,LENCERIA,L5000L1 90 AZ,LODY
0102007850,5000LO T90 ROSA,CORPIÑO,LENCERIA,L5000L1 90 R,LODY
0102007860,5000LO T95 AZUL,CORPIÑO,LENCERIA,L5000L1 95 AZ,LODY
0102007870,5000LO T95 ROSA,CORPIÑO,LENCERIA,L5000L1 95 R,LODY
0102007880,6129LO T100 BLANCO,CORPIÑO,LENCERIA,L6129 100 B,LODY
0102007890,6129LO T100 HUESO,CORPIÑO,LENCERIA,L6129 100 H,LODY
0102007910,6129LO T105 BLANCO,CORPIÑO,LENCERIA,L6129 105 B,LODY
0102007920,6129LO T105 HUESO,CORPIÑO,LENCERIA,L6129 105 H,LODY
0102007930,6129LO T105 NEGRO,CORPIÑO,LENCERIA,L6129 105 N,LODY
0102007940,6129LO T110 BLANCO,CORPIÑO,LENCERIA,L6129 110 B,LODY
0102007950,6129LO T110 HUESO,CORPIÑO,LENCERIA,L6129 110 H,LODY
0102007960,6129LO T110 NEGRO,CORPIÑO,LENCERIA,L6129 110 N,LODY
0102007970,6129LO T115 BLANCO,CORPIÑO,LENCERIA,L6129 115 B,LODY
0102007980,6129LO T115 HUESO,CORPIÑO,LENCERIA,L6129 115 H,LODY
0102007990,6129LO T115 NEGRO,CORPIÑO,LENCERIA,L6129 115 N,LODY
0102008000,6129LO T120 BLANCO,CORPIÑO,LENCERIA,L6129 120 B,LODY
0102008010,6129LO T120 HUESO,CORPIÑO,LENCERIA,L6129 120 H,LODY
0102008020,6129LO T120 NEGRO,CORPIÑO,LENCERIA,L6129 120 N,LODY
0102008030,6129LO T90 BLANCO,CORPIÑO,LENCERIA,L6129 90 B,LODY
0102008040,6129LO T90 HUESO,CORPIÑO,LENCERIA,L6129 90 H,LODY
0102008050,6129LO T95 BLANCO,CORPIÑO,LENCERIA,L6129 95 B,LODY
0102008060,6129LO T95 HUESO,CORPIÑO,LENCERIA,L6129 95 H,LODY
0102008070,6129LO T95 NEGRO,CORPIÑO,LENCERIA,L6129 95 N,LODY
0102008080,6130LO T100 BLANCO,CORPIÑO,LENCERIA,L6130 100 B,LODY
0102008090,6130LO T100 HUESO,CORPIÑO,LENCERIA,L6130 100 H,LODY
0102008100,6130LO T100 NEGRO,CORPIÑO,LENCERIA,L6130 100 N,LODY
0102008110,6130LO T105 BLANCO,CORPIÑO,LENCERIA,L6130 105 B,LODY
0102008120,6130LO T105 HUESO,CORPIÑO,LENCERIA,L6130 105 H,LODY
0102008130,6130LO T105 NEGRO,CORPIÑO,LENCERIA,L6130 105 N,LODY
0102008140,6130LO T110 BLANCO,CORPIÑO,LENCERIA,L6130 110 B,LODY
0102008150,6130LO T110 HUESO,CORPIÑO,LENCERIA,L6130 110 H,LODY
0102008160,6130LO T110 NEGRO,CORPIÑO,LENCERIA,L6130 110 N,LODY
0102008170,6130LO T90 BLANCO,CORPIÑO,LENCERIA,L6130 90 B,LODY
0102008180,6130LO T90 HUESO,CORPIÑO,LENCERIA,L6130 90 H,LODY
0102008190,6130LO T90 NEGRO,CORPIÑO,LENCERIA,L6130 90 N,LODY
0102008200,6130LO T95 BLANCO,CORPIÑO,LENCERIA,L6130 95 B,LODY
0102008210,6130LO T95 HUESO,CORPIÑO,LENCERIA,L6130 95 H,LODY
0102008230,6131LO T100 BLANCO,CORPIÑO,LENCERIA,L6131 100 B,LODY
0102008240,6131LO T100 HUESO,CORPIÑO,LENCERIA,L6131 100 HS,LODY
0102008250,6131LO T100 NEGRO,CORPIÑO,LENCERIA,L6131 100 NG,LODY
0102008260,6131LO T105 BLANCO,CORPIÑO,LENCERIA,L6131 105 B,LODY
0102008270,6131LO T105 HUESO,CORPIÑO,LENCERIA,L6131 105 HS,LODY
0102008280,6131LO T105 NEGRO,CORPIÑO,LENCERIA,L6131 105 NG,LODY
0102008290,6131LO T90 BLANCO,CORPIÑO,LENCERIA,L6131 90 B,LODY
0102008300,6131LO T90 HUESO,CORPIÑO,LENCERIA,L6131 90 HS,LODY
0102008310,6131LO T90 NEGRO,CORPIÑO,LENCERIA,L6131 90 NG,LODY
0102008320,6131LO T95 BLANCO,CORPIÑO,LENCERIA,L6131 95 B,LODY
0102008330,6131LO T95 HUESO,CORPIÑO,LENCERIA,L6131 95 HS,LODY
0102008340,6131LO T95 NEGRO,CORPIÑO,LENCERIA,L6131 95 NG,LODY
0102008350,6131LO T100 BLANCO,CORPIÑO,LENCERIA,L6131100B,LODY
0102008360,939LO T85 BLANCO,CORPIÑO,LENCERIA,L939 85 B,LODY
0102008370,939LO T85 MELANGE,CORPIÑO,LENCERIA,L939 85 GME,LODY
0102008380,939LO T85 HUESO,CORPIÑO,LENCERIA,L939 85 H,LODY
0102008390,939LO T85 NEGRO,CORPIÑO,LENCERIA,L939 85 N,LODY
0102008400,939LO T85 VERDE MILITAR,CORPIÑO,LENCERIA,L939 85 VML,LODY
0102008410,939LO T85 VISON,CORPIÑO,LENCERIA,L939 85 VN,LODY
0102008420,939LO T90 BLANCO,CORPIÑO,LENCERIA,L939 90 B,LODY
0102008430,939LO T90 MELANGE,CORPIÑO,LENCERIA,L939 90 GM,LODY
0102008440,939LO T90 HUESO,CORPIÑO,LENCERIA,L939 90 H,LODY
0102008450,939LO T90 NEGRO,CORPIÑO,LENCERIA,L939 90 N,LODY
0102008460,939LO T90 VERDE MILITAR,CORPIÑO,LENCERIA,L939 90 VML,LODY
0102008470,939LO T90 VISON,CORPIÑO,LENCERIA,L939 90 VN,LODY
0102008480,939LO T95 BLANCO,CORPIÑO,LENCERIA,L939 95 B,LODY
0102008490,939LO T95 MELANGE,CORPIÑO,LENCERIA,L939 95 GM,LODY
0102008500,939LO T95 HUESO,CORPIÑO,LENCERIA,L939 95 H,LODY
0102008510,939LO T95 NEGRO,CORPIÑO,LENCERIA,L939 95 N,LODY
0102008520,939LO T95 VERDE MILITAR,CORPIÑO,LENCERIA,L939 95 VML,LODY
0102008530,939LO T95 VISON,CORPIÑO,LENCERIA,L939 95 VN,LODY
0102008540,939 T.90 HUESO,CORPIÑO,LENCERIA,L93990H,LODY
0102008590,95LOC CORPIÑO,CORPIÑO,LENCERIA,95LOC,LODY
0102011400,5098LO T100 SALMON,CORPIÑO,LENCERIA,L5098 100 SAL,LODY
0102011410,5098LO T85 SALMON,CORPIÑO,LENCERIA,L5098 85 SAL,LODY
0102011420,5098LO T90 SALMON,CORPIÑO,LENCERIA,L5098 90 SAL,LODY
0102011430,5098LO T95 NEGRO,CORPIÑO,LENCERIA,L5098 95 N,LODY
0102011440,5098LO T95 SALMON,CORPIÑO,LENCERIA,L5098 95 SAL,LODY
0102011450,5098LO T100 BLANCO,CORPIÑO,LENCERIA,L5098 BCO 100,LODY
0102011460,5098LO T85 BLANCO,CORPIÑO,LENCERIA,L5098 BCO 85,LODY
0102011470,5098LO T90 BLANCO,CORPIÑO,LENCERIA,L5098 BCO 90,LODY
0102011480,5098LO T95 BLANCO,CORPIÑO,LENCERIA,L5098 BCO 95,LODY
0102011490,5098LO T100 HUESO,CORPIÑO,LENCERIA,L5098 HS 100,LODY
0102011500,5098LO T85 HUESO,CORPIÑO,LENCERIA,L5098 HS 85,LODY
0102011510,5098LO T90 HUESO,CORPIÑO,LENCERIA,L5098 HS 90,LODY
0102011520,5098LO T95 HUESO,CORPIÑO,LENCERIA,L5098 HS 95,LODY
0102011530,5098LO T100 NEGRO,CORPIÑO,LENCERIA,L5098 NG 100,LODY
0102011540,5098LO T85 NEGRO,CORPIÑO,LENCERIA,L5098 NG 85,LODY
0102011550,5098LO T90 NEGRO,CORPIÑO,LENCERIA,L5098 NG 90,LODY
0102011560,5098LO T95 NEGRO,CORPIÑO,LENCERIA,L5098 NG 95,LODY
0102011570,5098LO T100 VISON,CORPIÑO,LENCERIA,L5098 VN 100,LODY
0102011580,5098LO T85 VISON,CORPIÑO,LENCERIA,L5098 VN 85,LODY
0102011590,5098LO T90 VISON,CORPIÑO,LENCERIA,L5098 VN 90,LODY
0102011600,5098LO T95 VISON,CORPIÑO,LENCERIA,L5098 VN 95,LODY
0102011610,5153LO T100 BLANCO,CORPIÑO,LENCERIA,L5153 100 B,LODY
0102011620,5153LO T100 HUESO,CORPIÑO,LENCERIA,L5153 100 HS,LODY
0102011630,5153LO T100 NEGRO,CORPIÑO,LENCERIA,L5153 100 N,LODY
0102011640,5153LO T100 ROJO,CORPIÑO,LENCERIA,L5153 100 RJ,LODY
0102011650,5153LO T100 SALMON,CORPIÑO,LENCERIA,L5153 100 SA,LODY
0102011660,5153LO T100 VISON,CORPIÑO,LENCERIA,L5153 100 VN,LODY
0102011670,5154LO T100 HUESO,CORPIÑO,LENCERIA,L5154100H,LODY
0102011680,5154LO T110 VISON,CORPIÑO,LENCERIA,L5154 VN 110 VN,LODY
0102011690,5155LO T105 BLANCO,CORPIÑO,LENCERIA,L5155L1 105 B,LODY
0102011700,5155LO T105 HUESO,CORPIÑO,LENCERIA,L5155L1 105 HS,LODY
0102011710,5155LO T105 NEGRO,CORPIÑO,LENCERIA,L5155L1 105 NG,LODY
0102011720,5155LO T105 ROJO,CORPIÑO,LENCERIA,L5155L1 105 RJ,LODY
0102011730,5155LO T105 VISON,CORPIÑO,LENCERIA,L5155L1 105 VN,LODY
0102011740,5155LO T105 SALMON,CORPIÑO,LENCERIA,L5155L1 105SAL,LODY
0102011750,5155LO T110 BLANCO,CORPIÑO,LENCERIA,L5155L1 110 B,LODY
0102011760,5155LO T110 HUESO,CORPIÑO,LENCERIA,L5155L1 110 HS,LODY
0102011770,5155LO T110 NEGRO,CORPIÑO,LENCERIA,L5155L1 110 NG,LODY
0102011780,5155LO T110 ROJO,CORPIÑO,LENCERIA,L5155L1 110 RJ,LODY
0102011790,5155LO T110 VISON,CORPIÑO,LENCERIA,L5155L1 110 VN,LODY
0102011800,5155LO T110 SALMON,CORPIÑO,LENCERIA,L5155L1 110SAL,LODY
0102011830,6129LO T100 NEGRO,CORPIÑO,LENCERIA,L6129 100 N,LODY
0102011980,6129LO T:90 NEGRO,CORPIÑO,LENCERIA,L6129 90 N,LODY
0102012160,6130LO T95 NEGRO,CORPIÑO,LENCERIA,L6130 95 N,LODY
0102012170,901LO T100 BLANCO,CORPIÑO,LENCERIA,L901 100 B,LODY
0102012180,901LO T100 CORAL,CORPIÑO,LENCERIA,L901 100 CO,LODY
0102012190,901LO T100 HUESO,CORPIÑO,LENCERIA,L901 100 H,LODY
0102012200,901LO T100 NEGRO,CORPIÑO,LENCERIA,L901 100 N,LODY
0102012210,901LO T100 PETROLEO,CORPIÑO,LENCERIA,L901 100 PE,LODY
0102012220,901LO T100 ROJO,CORPIÑO,LENCERIA,L901 100 R,LODY
0102012230,901LO T100 VIOLETA,CORPIÑO,LENCERIA,L901 100 VI,LODY
0102012240,901LO T100 VISON,CORPIÑO,LENCERIA,L901 100 VN,LODY
0102012250,901LO T85 BLANCO,CORPIÑO,LENCERIA,L901 85 B,LODY
0102012260,901LO T85 CORAL,CORPIÑO,LENCERIA,L901 85 CO,LODY
0102012270,901LO T85 HUESO,CORPIÑO,LENCERIA,L901 85 H,LODY
0102012280,901LO T85 NEGRO,CORPIÑO,LENCERIA,L901 85 N,LODY
0102012290,901LO T85 PETROLEO,CORPIÑO,LENCERIA,L901 85 PE,LODY
0102012300,901LO T85 ROJO,CORPIÑO,LENCERIA,L901 85 R,LODY
0102012310,901LO T85 VIOLETA,CORPIÑO,LENCERIA,L901 85 VI,LODY
0102012320,901LO T85 VISON,CORPIÑO,LENCERIA,L901 85 VN,LODY
0102012330,901LO T90 BLANCO,CORPIÑO,LENCERIA,L901 90 B,LODY
0102012340,901LO T90 CORAL,CORPIÑO,LENCERIA,L901 90 CO,LODY
0102012350,901LO T90 HUESO,CORPIÑO,LENCERIA,L901 90 H,LODY
0102012360,901LO T90 NEGRO,CORPIÑO,LENCERIA,L901 90 N,LODY
0102012370,901LO T90 PETROLEO,CORPIÑO,LENCERIA,L901 90 PE,LODY
0102012380,901LO T90 ROJO,CORPIÑO,LENCERIA,L901 90 R,LODY
0102012390,901LO T90 VIOLETA,CORPIÑO,LENCERIA,L901 90 VI,LODY
0102012400,901LO T90 VISON,CORPIÑO,LENCERIA,L901 90 VN,LODY
0102012410,901LO T95 BLANCO,CORPIÑO,LENCERIA,L901 95 B,LODY
0102012420,901LO T95 CORAL,CORPIÑO,LENCERIA,L901 95 CO,LODY
0102012430,901LO T95 HUESO,CORPIÑO,LENCERIA,L901 95 H,LODY
0102012440,901LO T95 NEGRO,CORPIÑO,LENCERIA,L901 95 N,LODY
0102012450,901LO T95 PETROLEO,CORPIÑO,LENCERIA,L901 95 PE,LODY
0102012460,901LO T95 ROJO,CORPIÑO,LENCERIA,L901 95 R,LODY
0102012470,901LO T95 VIOLETA,CORPIÑO,LENCERIA,L901 95 VI,LODY
0102012480,901LO T95 VISON,CORPIÑO,LENCERIA,L901 95 VN,LODY
0102014040,5144LO T100 CELESTE SKY,CORPIÑO,LENCERIA,L5144 100 CSK,LODY
0102014050,5144LO T100 VERDE AQUA,CORPIÑO,LENCERIA,L5144 100 VAQ,LODY
0102014060,5144LO T85  CELESTE SKY,CORPIÑO,LENCERIA,L5144 85 CSK,LODY
0102014070,5144LO T85  VERDE AQUA,CORPIÑO,LENCERIA,L5144 85 VAQ,LODY
0102014080,5144LO T90  CELESTE SKY,CORPIÑO,LENCERIA,L5144 90 CSK,LODY
0102014090,5144LO T90  VERDE AQUA,CORPIÑO,LENCERIA,L5144 90 VAQ,LODY
0102014100,5144LO T95  CELESTE SKY,CORPIÑO,LENCERIA,L5144 95 CSK,LODY
0102014110,5144LO T95  VERDE AQUA,CORPIÑO,LENCERIA,L5144 95 VAQ,LODY
0102014120,5153LO T85  CELESTE SKY,CORPIÑO,LENCERIA,L5153 85 CSK,LODY
0102014130,5153LO T90  CELESTE SKY,CORPIÑO,LENCERIA,L5153 90 CSK,LODY
0102014140,5153LO T95  CELESTE SKY,CORPIÑO,LENCERIA,L5153 95 CSK,LODY
0102014150,5154LO T100 CELESTE SKY,CORPIÑO,LENCERIA,L5154 100 CSK,LODY
0102014160,5154LO T85  CELESTE SKY,CORPIÑO,LENCERIA,L5154 85 CSK,LODY
0102014170,5154LO T90  CELESTE SKY,CORPIÑO,LENCERIA,L5154 90 CSK,LODY
0102014180,5154LO T95  CELESTE SKY,CORPIÑO,LENCERIA,L5154 95 CSK,LODY
0102014190,5154LO T105 CELESTE SKY,CORPIÑO,LENCERIA,L5154/1 105CSK,LODY
0102014200,5154LO T110 CELESTE SKY,CORPIÑO,LENCERIA,L5154/1 110CSK,LODY
0102014210,5155LO T100 CELESTE SKY,CORPIÑO,LENCERIA,L5155 100 CSK,LODY
0102014220,5155LO T100 VERDE AQUA,CORPIÑO,LENCERIA,L5155 100 VAQ,LODY
0102014230,5155LO T85  CELESTE SKY,CORPIÑO,LENCERIA,L5155 85 CSK,LODY
0102014240,5155LO T85  VERDE AQUA,CORPIÑO,LENCERIA,L5155 85 VAQ,LODY
0102014250,5155LO T90  CELESTE SKY,CORPIÑO,LENCERIA,L5155 90 CSK,LODY
0102014260,5155LO T90  VERDE AQUA,CORPIÑO,LENCERIA,L5155 90 VAQ,LODY
0102014270,5155LO T95  CELESTE SKY,CORPIÑO,LENCERIA,L5155 95 CSK,LODY
0102014280,5155LO T95  VERDE AQUA,CORPIÑO,LENCERIA,L5155 95 VAQ,LODY
0102014290,5155LO T105 CELESTE SKY,CORPIÑO,LENCERIA,L5155/1 105CSK,LODY
0102014300,5155LO T105 VERDE AQUA,CORPIÑO,LENCERIA,L5155/1 105VAQ,LODY
0102014310,5155LO T110 CELESTE SKY,CORPIÑO,LENCERIA,L5155/1 110CSK,LODY
0102014320,5155LO T110 VERDE AQUA,CORPIÑO,LENCERIA,L5155/1 110VAQ,LODY
0102014330,901LO T100 CELESTE SKY,CORPIÑO,LENCERIA,L901 100 CSK,LODY
0102014340,901LO T100 FRUTILLA,CORPIÑO,LENCERIA,L901 100 FRU,LODY
0102014350,901LO T85  CELESTE SKY,CORPIÑO,LENCERIA,L901 85 CSK,LODY
0102014360,901LO T90  CELESTE SKY,CORPIÑO,LENCERIA,L901 90 CSK,LODY
0102014370,901LO T90  FRUTILLA,CORPIÑO,LENCERIA,L901 90 FRU,LODY
0102014380,901LO T95  CELESTE SKY,CORPIÑO,LENCERIA,L901 95 CSK,LODY
0102014390,901LO T95  FRUTILLA,CORPIÑO,LENCERIA,L901 95 FRU,LODY
0102014400,939LO T85  CELESTE SKY,CORPIÑO,LENCERIA,L939 85 CSK,LODY
0102014410,939LO T85  FRUTILLA,CORPIÑO,LENCERIA,L939 85 FRU,LODY
0102014420,939LO T90  CELESTE SKY,CORPIÑO,LENCERIA,L939 90 CSK,LODY
0102014430,939LO T90  FRUTILLA,CORPIÑO,LENCERIA,L939 90 FRU,LODY
0102014440,939LO T95  CELESTE SKY,CORPIÑO,LENCERIA,L939 95 CSK,LODY
0102014450,939LO T95  FRUTILLA,CORPIÑO,LENCERIA,L939 95 FRU,LODY
0102016380,5153LO T85 FUCSIA,CORPIÑO,LENCERIA,L5153 85 FUC,LODY
0102016390,5153LO T90 FUCSIA,CORPIÑO,LENCERIA,L5153 90 FUC,LODY
0102016400,5153LO T95 FUCSIA,CORPIÑO,LENCERIA,L5153 95 FUC,LODY
0102016660,5154LO T85 CORAL,CORPIÑO,LENCERIA,L5154 85 CO,LODY
0102016670,5154LO T90 CORAL,CORPIÑO,LENCERIA,L5154 90 CO,LODY
0102016680,5154LO T95 CORAL,CORPIÑO,LENCERIA,L5154 95 CO,LODY
0102016690,5154LO T100 CORAL,CORPIÑO,LENCERIA,L5154 100 CO,LODY
0102016700,5154LO T110 CORAL,CORPIÑO,LENCERIA,L5154/1 110 CO,LODY
0102016710,5154LO T105 CORAL,CORPIÑO,LENCERIA,L5154/1 105 CO,LODY
0102016920,L901 T85 FRUTULLA,CORPIÑO,LENCERIA,L90185FRU,LODY
0103000190,5098LO T100 BLANCO,STRAPLES,LENCERIA,L5098 100 B,LODY
0103000200,5098LO T100 HUESO,STRAPLES,LENCERIA,L5098 100 H,LODY
0103000210,5098LO T100 NEGRO,STRAPLES,LENCERIA,L5098 100 N,LODY
0103000220,5098LO T100 VISON,STRAPLES,LENCERIA,L5098 100 VN,LODY
0103000230,5098LO T85 BLANCO,STRAPLES,LENCERIA,L5098 85 B,LODY
0103000240,5098LO T85 HUESO,STRAPLES,LENCERIA,L5098 85 H,LODY
0103000250,5098LO T85 NEGRO,STRAPLES,LENCERIA,L5098 85 N,LODY
0103000260,5098LO T85 VISON,STRAPLES,LENCERIA,L5098 85 VN,LODY
0103000270,5098LO T90 BLANCO,STRAPLES,LENCERIA,L5098 90 B,LODY
0103000280,5098LO T90 HUESO,STRAPLES,LENCERIA,L5098 90 H,LODY
0103000290,5098LO T90 NEGRO,STRAPLES,LENCERIA,L5098 90 N,LODY
0103000300,5098LO T90 VISON,STRAPLES,LENCERIA,L5098 90 VN,LODY
0103000310,5098LO T95 BLANCO,STRAPLES,LENCERIA,L5098 95 B,LODY
0103000320,5098LO T95 HUESO,STRAPLES,LENCERIA,L5098 95 H,LODY
0103000340,5098LO T95 VISON,STRAPLES,LENCERIA,L5098 95 VN,LODY
0103000350,5098 T.90 NEGRO,STRAPLES,LENCERIA,L509890N,LODY
0103000360,5098 T.90 VISON,STRAPLES,LENCERIA,L5098VN90,LODY
0105010400,5228LO1 CULOTTELESS LODY,,LENCERIA,5228LO1,LODY
0105010410,6321LO2 BOMBACHA,,LENCERIA,6321LO2,LODY
0105010420,6322LO2  BOMBACHA LODY,,LENCERIA,6322LO2,LODY
0105010430,6323LO2 BOMBACHA,,LENCERIA,6323LO2,LODY
0105010480,95LOB BOMBACHA,BOMBACHA,LENCERIA,95LOB,LODY
0106000730,9118LO TL BLANCO,BOXER,LENCERIA,L9118 L BCO,LODY
0106000740,9118LO TL NEGRO,BOXER,LENCERIA,L9118 L NG,LODY
0106000750,9118LO TL ROSA CHICLE,BOXER,LENCERIA,L9118 L RCHI,LODY
0106000760,9118LO TL ROJO,BOXER,LENCERIA,L9118 L RJ,LODY
0106000770,9118LO TL VERDE ESMERALDA,BOXER,LENCERIA,L9118 L VER,LODY
0106000780,9118LO TM BLANCO,BOXER,LENCERIA,L9118 M BCO,LODY
0106000790,9118LO TM NEGRO,BOXER,LENCERIA,L9118 M NG,LODY
0106000800,9118LO TM ROSA CHICLE,BOXER,LENCERIA,L9118 M RCHI,LODY
0106000810,9118LO TM ROJO,BOXER,LENCERIA,L9118 M RJ,LODY
0106000820,9118LO TM VERDE ESMERALDA,BOXER,LENCERIA,L9118 M VER,LODY
0106000830,9118LO TS BLANCO,BOXER,LENCERIA,L9118 S BCO,LODY
0106000840,9118LO TS NEGRO,BOXER,LENCERIA,L9118 S NG,LODY
0106000850,9118LO TS ROSA CHICLE,BOXER,LENCERIA,L9118 S RCHI,LODY
0106000860,9118LO TS ROJO,BOXER,LENCERIA,L9118 S RJ,LODY
0106000870,9118LO TS VERDE ESMERALDA,BOXER,LENCERIA,L9118 S VER,LODY
0109000630,5220LO T85 ROJO,BODY,LENCERIA,L5220 85 RJ,LODY
0109000640,5220LO T90 ROJO,BODY,LENCERIA,L5220 90 RJ,LODY
0109000650,5220LO T95 ROJO,BODY,LENCERIA,L5220 95 RJ,LODY
0109000660,5253LO T1 BLANCO,BODY,LENCERIA,L5253 1 BCO,LODY
0109000670,5253LO T1 NEGRO,BODY,LENCERIA,L5253 1 NG,LODY
0109000680,5253LO T2 BLANCO,BODY,LENCERIA,L5253 2 BCO,LODY
0109000690,5253LO T2 NEGRO,BODY,LENCERIA,L5253 2 NG,LODY
0109000700,5253LO T3 BLANCO,BODY,LENCERIA,L5253 3 BCO,LODY
0109000710,5253LO T3 NEGRO,BODY,LENCERIA,L5253 3 NG,LODY
0111001060,7242LO CAMISOLIN LODY,,LENCERIA,7242LO,LODY
0111001070,7256LO CAMISOLIN,,LENCERIA,7256LO,LODY
0111001080,7242LO T1 UNICO,CAMISOLIN,LENCERIA,L7242 1 UN,LODY
0111001090,7242LO T2 UNICO,CAMISOLIN,LENCERIA,L7242 2 UN,LODY
0111001100,7242LO T3 UNICO,CAMISOLIN,LENCERIA,L7242 3 UN,LODY
0111001190,7256LO T1 BLANCO,CAMISOLIN,LENCERIA,L7256 1 BCO,LODY
0111001200,7256LO T1 NEGRO,CAMISOLIN,LENCERIA,L7256 1 NG,LODY
0111001210,7256LO T2 BLANCO,CAMISOLIN,LENCERIA,L7256 2 BCO,LODY
0111001220,7256LO T2 NEGRO,CAMISOLIN,LENCERIA,L7256 2 NG,LODY
0111001230,7256LO T3 BLANCO,CAMISOLIN,LENCERIA,L7256 3 BCO,LODY
0111001240,7256LO T3 NEGRO,CAMISOLIN,LENCERIA,L7256 3 NG,LODY
0112004900,9100LO PACK X2 MINI SHORT,PACK,LENCERIA,9100LO,LODY
0112004910,9101LO PACK X3 VEDETINA,PACK,LENCERIA,9101LO,LODY
0112004920,9102LO PACK X3 VEDETINA,PACK,LENCERIA,9102LO,LODY
0112004930,9103LO PACK X3 COULOTTE,PACK,LENCERIA,9103LO,LODY
0112004940,9104LO PACK X2,PACK,LENCERIA,9104LO,LODY
0112004950,91055LO PACK X 2,PACK,LENCERIA,91055LO,LODY
0112004960,9105LO PACK X 3,PACK,LENCERIA,9105LO,LODY
0112004970,9106LO PACK X2,PACK,LENCERIA,9106LO,LODY
0112004980,91077LO PACK POR 2,PACK,LENCERIA,91077LO,LODY
0112004990,9107LO PACK POR 3,PACK,LENCERIA,9107LO,LODY
0112005000,9108LO PACK X2,PACK,LENCERIA,9108LO,LODY
0112005010,9109LO PACK X2,PACK,LENCERIA,9109LO,LODY
0112005020,9110LO PACK X2,PACK,LENCERIA,9110LO,LODY
0112005030,9113LO PACK LODY,PACK,LENCERIA,9113LO,LODY
0112005040,9114LO PACK LODY,PACK,LENCERIA,9114LO,LODY
0112005050,9115LO PACK LODY,PACK,LENCERIA,9115LO,LODY
0112005060,9116LO PACK LODY,PACK,LENCERIA,9116LO,LODY
0112005070,9117LO PACK LODY,PACK,LENCERIA,9117LO,LODY
0112005080,9118LO PACK LODY,PACK,LENCERIA,9118LO,LODY
0112005090,9119LO PACK LODY,PACK,LENCERIA,9119LO,LODY
0112005100,9120LO PACK LODY,PACK,LENCERIA,9120LO,LODY
0112005110,9121LO PACK LODY,PACK,LENCERIA,9121LO,LODY
0112005120,9122LO PACK LODY,PACK,LENCERIA,9122LO,LODY
0112005130,9123LO PACK LODY,PACK,LENCERIA,9123LO,LODY
0112005140,9124LO PACK LODY,PACK,LENCERIA,9124LO,LODY
0112005150,9125LO PACK LODY,PACK,LENCERIA,9125LO,LODY
0112005160,9126LO PACK LODY,PACK,LENCERIA,9126LO,LODY
0112005170,9127LO PACK LODY,PACK,LENCERIA,9127LO,LODY
0112005180,9100LO TU UNICO,PACK,LENCERIA,L9100 U UN,LODY
0112005190,9101LO TU UNICO,PACK,LENCERIA,L9101 U BNR,LODY
0112005200,9101LO TU UNICO,PACK,LENCERIA,L9101 U BNV,LODY
0112005210,9102LO TU UNICO,PACK,LENCERIA,L9102 U BNR,LODY
0112005220,9102LO TU UNICO,PACK,LENCERIA,L9102 U BNV,LODY
0112005230,9103LO PACK X2 TU UNICO,PACK,LENCERIA,L9103 U UN,LODY
0112005240,9104LO TU UNICO,PACK,LENCERIA,L9104 U UN,LODY
0112005250,9105LO TU UNICO,PACK,LENCERIA,L9105 U UN,LODY
0112005260,9105LO TU UNICO,PACK,LENCERIA,L9105LE U UN,LODY
0112005270,9113LO TU UNICO,PACK,LENCERIA,L9113 UN BR,LODY
0112005280,9113LO TU UNICO,PACK,LENCERIA,L9113 UN BV,LODY
0112005290,9114LO TU UNICO,PACK,LENCERIA,L9114 UN TUN,LODY
0112005300,9115LO TU UNICO,PACK,LENCERIA,L9115 UN TUN,LODY
0112005310,9116LO TU UNICO,PACK,LENCERIA,L9116 UN TUN,LODY
0112005320,9117LO TU UNICO,PACK,LENCERIA,L9117 UN TUN,LODY
0112005330,9118LO T1 BLANCO,PACK,LENCERIA,L9118 T1 BCO,LODY
0112005340,9118LO T1 NEGRO,PACK,LENCERIA,L9118 T1 NG,LODY
0112005350,9118LO T1 ROJO,PACK,LENCERIA,L9118 T1 RJ,LODY
0112005360,9118LO T1 ROSA,PACK,LENCERIA,L9118 T1 ROS,LODY
0112005370,9118LO T1 VERDE,PACK,LENCERIA,L9118 T1 VER,LODY
0112005380,9118LO T2 BLANCO,PACK,LENCERIA,L9118 T2 BCO,LODY
0112005390,9118LO T2 NEGRO,PACK,LENCERIA,L9118 T2 NG,LODY
