Codart,Descripcion,Descadicional,Familia,Codbarras,Descagrupacion,marca
0402013210,Toalla de algodón Arcoiris Fil,AI450JROR2FILIP,BLANQUERIA,7794170031614,TOALLA,arcoiris
0402013220,Toalla de algodón Arcoiris Liz,AI450JRORLIZ1075,BLANQUERIA,7794170031713,TOALLA,arcoiris
0402013230,Toalla de algodón Arcoiris Mat,AI450JROR1MATIAS,BLANQUERIA,7794170031560,TOALLA,arcoiris
0402013240,Toalla de algodón Arcoiris Sta,AI450JROR1STARS,BLANQUERIA,7794170031591,TOALLA,arcoiris
0402013250,TOALLÓN JACQ 450G MATIAS,AI450JBAR1MATIAS,BLANQUERIA,7794170031362,TOALLA,arcoiris
0402013260,TOALLÓN JACQ 450G STARS,AI450JBAR1STARS,BLANQUERIA,7794170031393,TOALLA,arcoiris
0402013270,TOALLÓN JACQ 450G FILIP,AI450JBAR2FILIP,BLANQUERIA,7794170031416,TOALLA,arcoiris
0402013280,TOALLÓN JACQ 450G MATIAS,AI450JBAR2MATIAS,BLANQUERIA,7794170031430,TOALLA,arcoiris
0402013290,TOALLÓN JACQ 450G FILIP,AI450JBAR3FILIP,BLANQUERIA,7794170031485,TOALLA,arcoiris
0402013300,TOALLÓN JACQ 450G LIZ,AI450JBARLIZ1075,BLANQUERIA,7794170031515,TOALLA,arcoiris
0402013310,TOALLÓN JACQ 450G LIZ,AI450JBARLIZ3227,BLANQUERIA,7794170031522,TOALLA,arcoiris
0402013320,TOALLÓN JACQ 450G LIZ,AI450JBARLIZ6232,BLANQUERIA,7794170031539,TOALLA,arcoiris
0402013330,TOALLON ARCOIRIS 1 LACRE,AI450JBAR1LEON,BLANQUERIA,7794170031355,TOALLA,arcoiris
0402013340,TOALLON ARCOIRIS 1 LILA,AI450JBAR1MOA,BLANQUERIA,7794170031379,TOALLA,arcoiris
0402013350,TOALLON ARCOIRIS 1 ROSA,AI450JBAR1PINKY,BLANQUERIA,7794170031386,TOALLA,arcoiris
0402013360,TOALLON ARCOIRIS 1 GRIS,AI450JBAR1TRY,BLANQUERIA,7794170031409,TOALLA,arcoiris
0402013370,TOALLON ARCOIRIS 2 VERDE,AI450JBAR2LEON,BLANQUERIA,7794170031423,TOALLA,arcoiris
0402013380,TOALLON ARCOIRIS 2 SALMON,AI450JBAR2MOA,BLANQUERIA,7794170031447,TOALLA,arcoiris
0402013390,TOALLON ARCOIRIS 2 CELESTE,AI450JBAR2PINKY,BLANQUERIA,7794170031454,TOALLA,arcoiris
0402013400,TOALLON ARCOIRIS 2 TURQUESA,AI450JBAR2TRY,BLANQUERIA,7794170031478,TOALLA,arcoiris
0402013410,TOALLON ARCOIRIS 3 AZUL,AI450JBAR3LEON,BLANQUERIA,7794170031492,TOALLA,arcoiris
0402013420,TOALLON ARCOIRIS 4 ESMERALDA,AI450JBAR4MOA,BLANQUERIA,7794170031508,TOALLA,arcoiris
0402013430,TOALLA ARCOIRIS 1 LILA,AI450JROR1MOA,BLANQUERIA,7794170031577,TOALLA,arcoiris
0402013440,TOALLA ARCOIRIS 1 ROSA,AI450JROR1PINKY,BLANQUERIA,7794170031584,TOALLA,arcoiris
0402013450,TOALLA ARCOIRIS 1 GRIS,AI450JROR1TRY,BLANQUERIA,7794170031607,TOALLA,arcoiris
0402013460,TOALLA ARCOIRIS 2 VERDE,AI450JROR2LEON,BLANQUERIA,7794170031621,TOALLA,arcoiris
0402013470,TOALLA ARCOIRIS 2 SALMON,AI450JROR2MOA,BLANQUERIA,7794170031645,TOALLA,arcoiris
0402013480,TOALLA ARCOIRIS 2 CELESTE,AI450JROR2PINKY,BLANQUERIA,7794170031652,TOALLA,arcoiris
0402013490,TOALLA ARCOIRIS 2 TURQUESA,AI450JROR2TRY,BLANQUERIA,7794170031676,TOALLA,arcoiris
0402013500,TOALLA ARCOIRIS 3 AZUL,AI450JROR3LEON,BLANQUERIA,7794170031690,TOALLA,arcoiris
0402013510,TOALLA ARCOIRIS 4 ESMERALDA,AI450JROR4MOA,BLANQUERIA,7794170031706,TOALLA,arcoiris
0402013520,TOALLA ARCOIRIS 1 LACRE,AI450JRORR1LEON,BLANQUERIA,7794170031553,TOALLA,arcoiris
0402013530,TOALLA 500G ARCO,AI50RRROR1SHURA,BLANQUERIA,7794170031829,TOALLA,arcoiris
0402013540,TOALLÓN 500G ARCO,AI50RRBAR1SHURA,BLANQUERIA,7794170031768,TOALLA,arcoiris
0402013550,TOALLA  500G ARCO,AI50RRROR2SHURA,BLANQUERIA,7794170031850,TOALLA,arcoiris
0402013560,TOALLÓN 500G ARCO,AI50RRBAR2SHURA,BLANQUERIA,7794170031799,TOALLA,arcoiris
0402013570,TOALLON ARCOIRIS ROJO,AI500TBGRDET3431,BLANQUERIA,7794170031102,TOALLA,arcoiris
0402013580,TOALLON ARCOIRIS MANZANA,AI500TBGRDET7317,BLANQUERIA,7794170031133,TOALLA,arcoiris
0402013590,TOALLON ARCOIRIS ROJO,AI500TBARDET3431,BLANQUERIA,7794170031034,TOALLA,arcoiris
0402013600,TOALLON ARCOIRIS MANZANA,AI500TBARDET7317,BLANQUERIA,7794170031065,TOALLA,arcoiris
0402013610,TOALLON ARCOIRIS NUEZ,AI500TBARDET8318,BLANQUERIA,7794170031072,TOALLA,arcoiris
0402013620,TOALLON ARCOIRIS COBAL,AI500TBGRDET6676,BLANQUERIA,7794170031126,TOALLA,arcoiris
0402013630,TOALLON ARCOIRIS DURAZNO,AI500TBARDET2056,BLANQUERIA,7794170031010,TOALLA,arcoiris
0402013640,TOALLON ARCOIRIS ARQUID,AI500TBGRDET3052,BLANQUERIA,7794170031096,TOALLA,arcoiris
0402013650,TOALLON ARCOIRIS PETROL,AI500TBGRDET6331,BLANQUERIA,7794170031119,TOALLA,arcoiris
0402013660,TOALLA ARCOIRIS COBAL,AI500TRORDET6676,BLANQUERIA,7794170031263,TOALLA,arcoiris
0402013670,TOALLA ARCOIRIS ROJO,AI500TRORDET3431,BLANQUERIA,7794170031249,TOALLA,arcoiris
0402013680,TOALLA ARCOIRIS MANZANA,AI500TRORDET7317,BLANQUERIA,7794170031270,TOALLA,arcoiris
0402013690,TOALLA ARCOIRIS DURAZNO,AI500TRORDET2056,BLANQUERIA,7794170031225,TOALLA,arcoiris
0402013700,TOALLA ARCOIRIS NUEZ,AI500TRORDET8318,BLANQUERIA,7794170031287,TOALLA,arcoiris
0402013900,TOALLON ARCOIRIS  PETROL,AI500TBARDET6331,BLANQUERIA,7794170031041,TOALLA,arcoiris
0402013910,TOALLON ARCOIRIS COBAL,AI500TBARDET6676,BLANQUERIA,7794170031058,TOALLA,arcoiris
0402013920,TOALLON G ARCOIRIS NUEZ,AI500TBGRDET8318,BLANQUERIA,7794170031140,TOALLA,arcoiris
0402013930,TOALLON G ARCOIRIS DURAZNO,AI500TBGRDET2056,BLANQUERIA,7794170031089,TOALLA,arcoiris
0402014040,TOALLA ARCOIRIS SALON,AISA2TRORNRGRA,BLANQUERIA,7794170029819,TOALLA,arcoiris
0403000010,CORTINA ARCOIRIS KIDS FELI AMA,ACPK1CT1RFELAMAR,BLANQUERIA,7794170021264,CORTINA,arcoiris
0403000020,CORTINA ARCOIRIS KIDS FELI CEL,ACPK1CT1RFELCELE,BLANQUERIA,7794170021271,CORTINA,arcoiris
0403000030,CORTINA ARCOIRIS KIDS FELI ROS,ACPK1CT1RFELROSA,BLANQUERIA,7794170021288,CORTINA,arcoiris
0403000040,CORTINA 2 PAÑOS CAPADOSIA,ACE01CT1RCAP0001,BLANQUERIA,7794170021295,CORTINA,arcoiris
0403000050,CORTINA ARCOIRIS CAPADOCIA BEI,ACE01CT1RCAP8497,BLANQUERIA,7794170021301,CORTINA,arcoiris
0403000060,CORTINA ARCOIRIS ROMA INDIGO 6,ACE02CT1RROM6783,BLANQUERIA,7794170021318,CORTINA,arcoiris
0403000070,CORTINA ARCOIRIS ROMA CACAO 85,ACE02CT1RROM8516,BLANQUERIA,7794170021325,CORTINA,arcoiris
0403000080,CORTINA ARCOIRIS ROMA DORADO 8,ACE02CT1RROM8519,BLANQUERIA,7794170021332,CORTINA,arcoiris
0403000090,CORTINA ARCOIRIS ROMA PLATEADO,ACE02CT1RROM9911,BLANQUERIA,7794170021349,CORTINA,arcoiris
0403000100,CORTINA ARCOIRIS CALAIS BLANCO,ACP01CT1RCAL0001,BLANQUERIA,7794170021356,CORTINA,arcoiris
0403000110,CORTINA ARCOIRIS ATLANTA BRONC,ACP02CT1RATL8490,BLANQUERIA,7794170021363,CORTINA,arcoiris
0403000120,CORTINA ARCOIRIS ATLANTA ARENA,ACP02CT1RATL8494,BLANQUERIA,7794170021370,CORTINA,arcoiris
0403000130,CORTINA ARCOIRIS ATLANTA CHOCO,ACP02CT1RATL8495,BLANQUERIA,7794170021387,CORTINA,arcoiris
0403000140,CORTINA ARCOIRIS BERLIN VINO 3,ACE03CT1RBER3482,BLANQUERIA,7794170021424,CORTINA,arcoiris
0403000150,CORTINA ARCOIRIS BERLIN CAPUCH,ACE03CT1RBER8486,BLANQUERIA,7794170021431,CORTINA,arcoiris
0403000160,COR 2 PAÑOS BERLIN BLACK,ACE03CT1RBER9177,BLANQUERIA,7794170021448,CORTINA,arcoiris
0403000170,COR 2 PAÑOS CALAIS,ACP01CT1RCAL8372,BLANQUERIA,7794170022254,CORTINA,arcoiris
0404000010,COLCHA PIQUE ARCOIRIS INSTITUC,IATPICPXR0001,BLANQUERIA,7794170019636,ALMOHADA,arcoiris
0407000010,REPASADOR ARCO IRIS GRILL MIX,AIREPTJ2R1GRILL,BLANQUERIA,7794170012903,REPASADOR,arcoiris
0407000020,REPASADOR ARCOIRIS GRILL MIX 2,AIREPTJ2R2GRILL,BLANQUERIA,7794170020564,REPASADOR,arcoiris
0407000030,REPASADOR SET X2,AIREPTJ2R1MINT,BLANQUERIA,7794170026733,REPASADOR,arcoiris
0407000040,SET DE REPASADORES ARCOIRIS NA,A2REPTJ2RNAVIDAD,BLANQUERIA,7794170027655,REPASADOR,arcoiris
0407000060,REP A.IRIS VERDE NAVIDAD,A1REPTJ2R1VERDE,BLANQUERIA,7794170021745,REPASADOR,arcoiris
0407000070,REP A.IRIS ROJO NAVIDAD,A1REPTJ2R1ROJO,BLANQUERIA,7794170021752,REPASADOR,arcoiris
0407000080,REP A.IRIS BCO NAVIDAD,A1REPTJ2R1BLANCO,BLANQUERIA,7794170021769,REPASADOR,arcoiris
0407000180,REPASADOR MIX 2,AIREPTJ2R2MINT,BLANQUERIA,7794170031331,REPASADOR,arcoiris
0407000190,SET DE REPASADOR NAVIDEÑO,A3REPTJ2RNAVIDAD,BLANQUERIA,7794170033595,REPASADOR,arcoiris
0408000010,MANTEL ARCOIRIS 2M SARAH 1,AI1MAR20R1SARAH,BLANQUERIA,7794170021080,MANTEL,arcoiris
0408000020,MANTEL ARCOIRIS 2M SARAH 2,AI1MAR20R2SARAH,BLANQUERIA,7794170021097,MANTEL,arcoiris
0408000030,MANTEL ARCOIRIS 2M SARAH 3,AI1MAR20R3SARAH,BLANQUERIA,7794170021103,MANTEL,arcoiris
0408000040,MANTEL ARCOIRIS 2M SARAH 4,AI1MAR20R4SARAH,BLANQUERIA,7794170021110,MANTEL,arcoiris
0408000050,MANTEL ARCOIRIS 2M SARAH 5,AI1MAR20R5SARAH,BLANQUERIA,7794170021127,MANTEL,arcoiris
0408000060,MANTEL ARCOIRIS 2M SARAH 6,AI1MAR20R6SARAH,BLANQUERIA,7794170021134,MANTEL,arcoiris
0408000070,"MANTEL ARCOIRIS 2,5M SARAH 1",AI1MAR25R1SARAH,BLANQUERIA,7794170021141,MANTEL,arcoiris
0408000080,"MANTEL ARCOIRIS 2,5M SARAH 2",AI1MAR25R2SARAH,BLANQUERIA,7794170021158,MANTEL,arcoiris
0408000090,"MANTEL ARCOIRIS 2,5M SARAH 3",AI1MAR25R3SARAH,BLANQUERIA,7794170021165,MANTEL,arcoiris
0408000100,"MANTEL ARCOIRIS 2,5M SARAH 4",AI1MAR25R4SARAH,BLANQUERIA,7794170021172,MANTEL,arcoiris
0408000110,"MANTEL ARCOIRIS 2,5M SARAH 5",AI1MAR25R5SARAH,BLANQUERIA,7794170021189,MANTEL,arcoiris
0408000120,"MANTEL ARCOIRIS 2,5M SARAH 6",AI1MAR25R6SARAH,BLANQUERIA,7794170021196,MANTEL,arcoiris
0408000130,MANTEL ARCOIRIS 150X250 AURA,AI1MAR25R1AURA,BLANQUERIA,7794170024920,MANTEL,arcoiris
0408000140,MANTEL 150X250 LIMONE,AI1MAR25R1LIMONE,BLANQUERIA,7794170024937,MANTEL,arcoiris
0408000150,MANTEL ARCOIRIS 150X200 AURA,AI1MAR20R1AURA,BLANQUERIA,7794170026306,MANTEL,arcoiris
0408000160,MANTEL ARCOIRIS 150X200 LIMONE,AI1MAR20R1LIMONE,BLANQUERIA,7794170026313,MANTEL,arcoiris
0408000490,MANTEL ARCOIRIS 2M AURA 3,AI1MAR20R3AURA,BLANQUERIA,7794170024876,MANTEL,arcoiris
0408000500,"MANTEL ARCOIRIS 2,50M AURA 3",AI1MAR25R3AURA,BLANQUERIA,7794170024951,MANTEL,arcoiris
0408000770,MANTEL RECTANGULAR NALA,A1MABR251NALA2,BLANQUERIA,7892949856052,MANTEL,arcoiris
0408000780,MANTEL RECTANGULAR TAIS,A1MABR251TAI83,BLANQUERIA,7892949865047,MANTEL,arcoiris
0409000010,BATA ARCOIRIS MEDIUM BLANCO 00,AIBATFMER0001,BLANQUERIA,7794170007572,BATA,arcoiris
0409000020,BATA ARCOIRIS MEDIUM BEIGE 815,AIBATFMER8155,BLANQUERIA,7794170007589,BATA,arcoiris
0409000030,BATA ARCO IRIS MEDIUM BORDO 31,AIBATFMER3121,BLANQUERIA,7794170007596,BATA,arcoiris
0409000040,BATA ARCO IRIS MEDIUM AZUL 554,AIBATFMER5540,BLANQUERIA,7794170007602,BATA,arcoiris
0409000050,BATA ARCOIRIS MEDIUM GRIS 9125,AIBATFMER9125,BLANQUERIA,7794170007619,BATA,arcoiris
0409000060,BATA ARCOIRIS LARGE GRIS 9125,AIBATFLAR9125,BLANQUERIA,7794170007626,BATA,arcoiris
0409000070,BATA ARCO IRIS LARGE AZUL 5540,AIBATFLAR5540,BLANQUERIA,7794170007633,BATA,arcoiris
0409000080,BATA ARCOIRIS LARGE BLANCO 000,AIBATFLAR0001,BLANQUERIA,7794170007640,BATA,arcoiris
0409000090,BATA ARCO IRIS LARGE BORDO 312,AIBATFLAR3121,BLANQUERIA,7794170007657,BATA,arcoiris
0409000100,BATA ARCO IRIS X LARGE AZUL 55,AIBATFXLR5540,BLANQUERIA,7794170007664,BATA,arcoiris
0409000110,BATA ARCOIRIS X LARGE BLANCO 0,AIBATFXLR0001,BLANQUERIA,7794170007671,BATA,arcoiris
0409000120,BATA ARCO IRIS X LARGE BORDO 3,AIBATFXLR3121,BLANQUERIA,7794170007688,BATA,arcoiris
0409000130,BATA ARCOIRIS X LARGE BEIGE 81,AIBATFXLR8155,BLANQUERIA,7794170007695,BATA,arcoiris
0409000140,BATA ARCOIRIS X LARGE GRIS 912,AIBATFXLR9125,BLANQUERIA,7794170007701,BATA,arcoiris
0409000150,BATA ARCOIRIS LARGE BEIGE 8155,AIBATFLAR8155,BLANQUERIA,7794170007718,BATA,arcoiris
0409000160,BATA ARCOIRIS JUNIOR T06 FUCSI,AIBAJF06R3101,BLANQUERIA,7794170013320,BATA,arcoiris
0409000170,BATA ARCOIRIS JUNIOR T06 TURQU,AIBAJF06R6117,BLANQUERIA,7794170013337,BATA,arcoiris
0409000180,BATA ARCOIRIS JUNIOR T06 VERDE,AIBAJF06R7498,BLANQUERIA,7794170013344,BATA,arcoiris
0409000190,BATA ARCOIRIS JUNIOR T08 FUCSI,AIBAJF08R3101,BLANQUERIA,7794170013351,BATA,arcoiris
0409000200,BATA ARCOIRIS JUNIOR T08 TURQU,AIBAJF08R6117,BLANQUERIA,7794170013368,BATA,arcoiris
0409000210,BATA ARCOIRIS JUNIOR T08 VERDE,AIBAJF08R7498,BLANQUERIA,7794170013375,BATA,arcoiris
0409000220,BATA ARCOIRIS JUNIOR T10 FUCSI,AIBAJF10R3101,BLANQUERIA,7794170013382,BATA,arcoiris
0409000230,BATA ARCOIRIS JUNIOR T10 TURQU,AIBAJF10R6117,BLANQUERIA,7794170013399,BATA,arcoiris
0409000240,BATA ARCOIRIS JUNIOR T10 VERDE,AIBAJF10R7498,BLANQUERIA,7794170013405,BATA,arcoiris
0409000250,BATA ARCOIRIS JUNIOR T12 VERDE,AIBAJF12R7498,BLANQUERIA,7794170013412,BATA,arcoiris
0409000260,BATA ARCOIRIS JUNIOR T12 TURQU,AIBAJF12R6117,BLANQUERIA,7794170013429,BATA,arcoiris
0409000270,BATA ARCOIRIS JUNIOR T12 FUCSI,AIBAJF12R3101,BLANQUERIA,7794170013436,BATA,arcoiris
0409000280,BATA ARCOIRIS V2 MEDIUM BORDO,AIBA1FMER4039,BLANQUERIA,7794170017076,BATA,arcoiris
0409000290,BATA ARCOIRIS V2 MEDIUM AZUL 6,AIBA1FMER6433,BLANQUERIA,7794170017083,BATA,arcoiris
0409000300,BATA ARCOIRIS V2 LARGE BORDO 4,AIBA1FLAR4039,BLANQUERIA,7794170017090,BATA,arcoiris
0409000310,BATA ARCOIRIS V2 LARGE AZUL 64,AIBA1FLAR6433,BLANQUERIA,7794170017106,BATA,arcoiris
0409000320,BATA ARCOIRIS V2 XLARGE BORDO,AIBA1FXLR4039,BLANQUERIA,7794170017113,BATA,arcoiris
0409000330,BATA ARCOIRIS V2 XLARGE AZUL 6,AIBA1FXLR6433,BLANQUERIA,7794170017120,BATA,arcoiris
0409000340,BATA ARCOIRIS LARGE SALMON 205,AIBATFLAR2057,BLANQUERIA,7794170018257,BATA,arcoiris
0409000350,BATA ARCOIRIS LARGE ROSA 3324,AIBATFLAR3324,BLANQUERIA,7794170018264,BATA,arcoiris
0409000360,BATA ARCOIRIS LARGE BORDO 4039,AIBATFLAR4039,BLANQUERIA,7794170018271,BATA,arcoiris
0409000370,BATA ARCOIRIS LARGE LAVANDA 50,AIBATFLAR5010,BLANQUERIA,7794170018288,BATA,arcoiris
0409000380,BATA ARCOIRIS MEDIUM SALMON 20,AIBATFMER2057,BLANQUERIA,7794170018295,BATA,arcoiris
0409000390,BATA ARCOIRIS MEDIUM ROSA 3324,AIBATFMER3324,BLANQUERIA,7794170018301,BATA,arcoiris
0409000400,BATA ARCOIRIS MEDIUM BORDO 403,AIBATFMER4039,BLANQUERIA,7794170018318,BATA,arcoiris
0409000410,BATA ARCOIRIS MEDIUM LAVANDA 5,AIBATFMER5010,BLANQUERIA,7794170018325,BATA,arcoiris
0409000420,BATA ARCOIRIS X LARGE SALMON 2,AIBATFXLR2057,BLANQUERIA,7794170018332,BATA,arcoiris
0409000430,BATA ARCOIRIS X LARGE ROSA 332,AIBATFXLR3324,BLANQUERIA,7794170018349,BATA,arcoiris
0409000440,BATA ARCOIRIS X LARGE BORDO 40,AIBATFXLR4039,BLANQUERIA,7794170018356,BATA,arcoiris
0409000450,BATA ARCOIRIS X LARGE LAVANDA,AIBATFXLR5010,BLANQUERIA,7794170018363,BATA,arcoiris
0409000460,BATA AI JUNIOR V1 T06  ROSA 32,AIBAJ106R3324,BLANQUERIA,7794170020274,BATA,arcoiris
0409000470,BATA AI JUNIOR V1 T08  ROSA 32,AIBAJ108R3324,BLANQUERIA,7794170020281,BATA,arcoiris
0409000480,BATA AI JUNIOR V1 T08  CELESTE,AIBAJ108R5010,BLANQUERIA,7794170020298,BATA,arcoiris
0409000490,BATA AI JUNIOR V1 T06  CELESTE,AIBAJ106R5010,BLANQUERIA,7794170020304,BATA,arcoiris
0409000500,BATA AI JUNIOR V1 T10  CELESTE,AIBAJ110R5010,BLANQUERIA,7794170020311,BATA,arcoiris
0409000510,BATA AI JUNIOR V1 T10  ROSA 33,AIBAJ110R3324,BLANQUERIA,7794170020328,BATA,arcoiris
0409000520,BATA AI JUNIOR V1 T12  ROSA 33,AIBAJ112R3324,BLANQUERIA,7794170020335,BATA,arcoiris
0409000530,BATA AI JUNIOR V1 T12  CELESTE,AIBAJ112R5010,BLANQUERIA,7794170020496,BATA,arcoiris
0409000540,BATA ARCOIRIS MEDIUM DISEÑO3 8,AIBA1FMERNATURAL,BLANQUERIA,7794170021028,BATA,arcoiris
0409000550,BATA ARCOIRIS LARGE DISEÑO3 82,AIBA1FLARNATURAL,BLANQUERIA,7794170021035,BATA,arcoiris
0409000560,BATA ARCOIRIS  X LARGE DISEÑO3,AIBA1FXLRNATURAL,BLANQUERIA,7794170021042,BATA,arcoiris
0409000570,BATA TM AZUL,AIBATFMER6433,BLANQUERIA,7794170021233,BATA,arcoiris
0409000580,BATA TL AZUL,AIBA1,BLANQUERIA,7794170021240,BATA,arcoiris
0409000590,BATA TXL AZUL,AIBATFXLR6433,BLANQUERIA,7794170021257,BATA,arcoiris
0409000690,Bata arcoiris TXL,AIBATFXLR6333,BLANQUERIA,7794170030822,BATA,arcoiris
0409000700,Bata arcoiris TL,AIBATFLAR6333,BLANQUERIA,7794170030730,BATA,arcoiris
0409000710,Bata arcoiris TM,AIBATFMER6333,BLANQUERIA,7794170030778,BATA,arcoiris
0409000720,BATA TXL SALMON,AIBATFXLR2158,BLANQUERIA,7794170030808,BATA,arcoiris
0409000730,BATA TL SALMON,AIBATFLAR2158,BLANQUERIA,7794170030716,BATA,arcoiris
0409000740,BATA TM SALMON,AIBATFMER2158,BLANQUERIA,7794170030761,BATA,arcoiris
0409000750,BATA TM LILA,AIBATFMER5060,BLANQUERIA,7794170030709,BATA,arcoiris
0409000760,BATA TL LILA,AIBATFLAR5060,BLANQUERIA,7794170030723,BATA,arcoiris
0409000770,BATA TXL LILA,AIBATFXLR5060,BLANQUERIA,7794170030815,BATA,arcoiris
0409000930,BATA ARCO IRIS JR T06 VIOLETA,A1BAJF06R5528,BLANQUERIA,7794170032765,BATA,arcoiris
0409000940,BATA ARCO IRIS JR T08 VIOLETA,A1BAJF08R5528,BLANQUERIA,7794170032779,BATA,arcoiris
0409000950,BATA ARCO IRIS JR T08 TURQUESA,A1BAJF08R6117,BLANQUERIA,7794170032816,BATA,arcoiris
0409000960,BATA ARCO IRIS JR T08 KINOTO,A1BAJF08R2067,BLANQUERIA,7794170032734,BATA,arcoiris
0409000970,BATA ARCO IRIS JR T08 FUCSIA,A1BAJF08R3101,BLANQUERIA,7794170032861,BATA,arcoiris
0409000980,BATA ARCO IRIS JR T10 TURQUESA,A1BAJF10R6117,BLANQUERIA,7794170032823,BATA,arcoiris
0409000990,BATA ARCO IRIS JR T10 KINOTO,A1BAJF10R2067,BLANQUERIA,7794170032741,BATA,arcoiris
0409001000,BATA ARCO IRIS JR T10 VIOLETA,A1BAJF10R5528,BLANQUERIA,7794170032789,BATA,arcoiris
0409001010,BATA ARCO IRIS JR T12 KINOTO,A1BAJF12R2067,BLANQUERIA,7794170032758,BATA,arcoiris
0409001020,BATA ARCO IRIS JR T12 VIOLETA,A1BAJF12R5528,BLANQUERIA,7794170032793,BATA,arcoiris
0409001030,BATA ARCO IRIS JR T12 TURQUESA,A1BAJF12R6117,BLANQUERIA,7794170032830,BATA,arcoiris
0409001040,BATA ARCO IRIS LARGE ESMERAL,AIBATFLAR7403,BLANQUERIA,7794170030747,BATA,arcoiris
0409001060,BATA ARCOIRIS JR T06 KINO,A1BAJF06R2067,BLANQUERIA,7794170032727,BATA,arcoiris
0409001070,BATA ARCOIRIS JR T06 TURQ,AIBAJF06R6117,BLANQUERIA,7794170032802,BATA,arcoiris
0409001260,BATA ARCO IRIS T06 R3101,A1BAJF06R3101,BLANQUERIA,7794170032871,BATA,arcoiris
0410000010,LONA PLAYERA ARCOIRIS FUCSIA,AIOUTTL14RLON3004,BLANQUERIA,7794170027389,LONA,arcoiris
0410000020,LONA PLAYERA ARCOIRIS CELESTE,AIOUTTL14RLON6204,BLANQUERIA,7794170027396,LONA,arcoiris
0410000030,LONA PLAYERA ARCOIRIS AZUL,AIOUTTL1RLON6646,BLANQUERIA,7794170027402,LONA,arcoiris
0410000040,LONA PLAYERA ARCOIRIS ESMERALD,AIOUTTL1RLON7049,BLANQUERIA,7794170027419,LONA,arcoiris
0410000050,LONA PLAYERA ARCOIRIS GRIS,AIOUTTL14RLON9161,BLANQUERIA,7794170027426,LONA,arcoiris
0411000010,MANTA ARCOIRIS KIEL ROJO 3499,AMAN1MT2MKIE3499,BLANQUERIA,7892949444174,MANTA,arcoiris
0411000020,MANTA ARCOIRIS KIEL CHOCOLATE,AMAN1MT2MKIE8487,BLANQUERIA,7892949444204,MANTA,arcoiris
0411000030,MANTA ARCOIRIS KIEL MARFIL 849,AMAN1MT2MKIE8493,BLANQUERIA,7892949444211,MANTA,arcoiris
0411000040,MANTA ARCOIRIS KIEL GRIS 9177,AMAN1MT2MKIE9177,BLANQUERIA,7892949444266,MANTA,arcoiris
0411000050,MANTA DECORATIVA KIEL,AMAN1MT2MKIE3499,BLANQUERIA,892949444211,MANTA,arcoiris
0412000010,SET FUNDAS PIQUE 50X70 ARCOIRI,IATPIJFQR0001,BLANQUERIA,7794170019643,FUNDA,arcoiris
0412000020,SET FUNDAS PIQUE 50X90 ARCOIRI,IATPIJFKR0001,BLANQUERIA,7794170019650,FUNDA,arcoiris
0412000030,SAS FUNDAS AIRIS INST JFK 180H,AM180JFKRINSB01,BLANQUERIA,7798180141103,FUNDA,arcoiris
0412000040,SAS FUNDAS AIRIS INST JFQ 180H,AM180JFQRINSB01,BLANQUERIA,7798180141110,FUNDA,arcoiris
0413000010,PISO ARCOIRIS CEDRO BLANCO 000,AI650TPIRCED0001,BLANQUERIA,7794170020199,PISO,arcoiris
0413000020,PISO ARCOIRIS CEDRO NARANJA 21,AI650TPIRCED2102,BLANQUERIA,7794170020205,PISO,arcoiris
0413000030,PISO ARCOIRIS CEDRO ROJO 3308,AI650TPIRCED3308,BLANQUERIA,7794170020212,PISO,arcoiris
0413000040,PISO ARCOIRIS CEDRO ORQUIDEA 5,AI650TPIRCED5060,BLANQUERIA,7794170020229,PISO,arcoiris
